-78.4446524185,39.7170540841
-78.5344203369,39.7158675481
-78.6423461483,39.7166919164
-78.3296048379,39.7076083021
-78.4892967205,39.6941244299
-78.3308598886,39.706769351
-78.3701485512,39.7039489358
-78.3562041007,39.7014946659
-78.3813409329,39.700601224
-78.3842880728,39.6993817007
-78.9311605407,39.6579340212
-78.9290951997,39.6623665659
-78.9336616841,39.6657583218
-78.9344538512,39.6611063238
-78.9326090811,39.6667963401
-78.9329655514,39.6638240077
-78.9353063481,39.659139105
-78.9358289389,39.6587956772
-78.9348521712,39.6579298756
-78.9358527803,39.6572520179
-78.9333803334,39.656780099
-78.9292612168,39.6587980304
-78.5817900762,39.7062107559
-78.7376985909,39.5884220546
-78.6355691701,39.5926228413
-78.6602674699,39.5440177275
-78.4798755335,39.5370704928
-78.8164520362,39.6480212317
-78.7862624203,39.6934228625
-78.771679963,39.6499224079
-78.6886753347,39.6701111723
-78.8043693419,39.6244991775
-78.6917498357,39.7064810998
-78.3272776049,39.7052019064
-79.0350941986,39.5088813968
-78.6232817158,39.6607329857
-78.5500011036,39.7225346965
-78.5448697513,39.697991707
-78.3503705994,39.6956112923
-78.7445615977,39.6892822526
-78.4416727885,39.6672806457
-78.8977349401,39.6743080016
-78.7132966151,39.6728080933
-78.9035839674,39.664806998
-78.9741499051,39.4531598245
-78.9390650972,39.4931484974
-78.5188334909,39.7223713855
-78.9530118699,39.4709916522
-78.9751880269,39.4544603356
-78.9730396568,39.4544946469
-78.9335714054,39.5004029413
-78.9690548462,39.4432834235
-78.7676556163,39.6596051896
-78.9480653424,39.6393425178
-78.9430231543,39.4821296701
-78.3402531475,39.6956551331
-78.9099623292,39.4962397828
-78.9220225163,39.4968691736
-78.354069732,39.7046533623
-78.9254260355,39.6542311432
-78.9230722013,39.6540991908
-78.9469933402,39.6365864335
-78.9276848622,39.6521315868
-78.9275151305,39.6480242364
-78.9265153139,39.6525985947
-78.9264389642,39.6437506305
-78.772681254,39.6583937738
-78.9210138342,39.6639930808
-78.921485183,39.6534757211
-78.7307929878,39.5794123996
-78.9791733885,39.5683983886
-78.9304793462,39.5799363596
-78.7032436188,39.6119774078
-78.56506192,39.7014529211
-78.9443707836,39.682178097
-78.9056471374,39.6490169661
-78.9081641126,39.6346749579
-78.900329037,39.6457461181
-78.8291369411,39.6414836143
-78.7995839277,39.6835216115
-78.7502826571,39.6649066282
-78.661690255,39.6604842774
-78.9169255669,39.6610075897
-78.7292123877,39.6653628827
-78.7713279476,39.6625428464
-78.3533813564,39.6444671109
-78.760685277,39.6565924102
-78.9111179008,39.6506110127
-78.759521638,39.6493831499
-79.0487334566,39.4989232782
-79.0193666981,39.4942091667
-79.0427442371,39.4931787238
-79.0347306548,39.4902878564
-79.0512346214,39.4859356672
-79.0503951175,39.4855360966
-79.0459249582,39.4845708938
-79.0520405087,39.4849096253
-79.0414065995,39.4822742575
-79.0304767448,39.4800520479
-79.0589026799,39.4787808486
-79.0463875612,39.4835530179
-78.933803663,39.6570202135
-78.7702116689,39.7207729788
-78.3563808267,39.7019824942
-78.9153735052,39.6338490751
-78.9181080036,39.6527615572
-78.9184776186,39.6517055723
-78.9153031516,39.6523139073
-78.7708224016,39.662591766
-78.5247677939,39.7191131933
-78.5366343305,39.7138660916
-78.8978094172,39.65336716
-78.8402967738,39.7090664536
-78.8855749957,39.6987205362
-78.8888083027,39.6434715801
-78.8550231963,39.7227628598
-78.8382738356,39.5982481009
-78.7603948863,39.6487046786
-78.76485928,39.637355748
-78.7400073284,39.6535905385
-78.7571654633,39.6519442182
-78.773247258,39.6499870568
-78.7793425246,39.6505355254
-79.0338652161,39.4919124293
-78.7301078931,39.6875430586
-78.7517576916,39.6867764341
-78.9273534221,39.6424718469
-78.7771760921,39.7202501352
-78.9459687218,39.6570617667
-78.7407343802,39.6759878899
-78.9437078151,39.5871555483
-78.9486271143,39.4758158044
-78.7569396181,39.6484299031
-78.9547650186,39.6515268985
-78.6895965782,39.6544336043
-78.889756837,39.6437518523
-78.8122320877,39.64081819
-78.9090890337,39.6422107451
-78.9135111561,39.6229692397
-78.8372201278,39.6364700347
-78.8370515951,39.6371251142
-78.8348687638,39.6358963431
-78.9463568763,39.6377268046
-79.0446511373,39.5001703547
-79.0067002156,39.5432607705
-79.0160417353,39.5316887521
-79.0111090415,39.5296768911
-79.007867789,39.5148443053
-79.0016146569,39.5271576495
-79.0115020815,39.5223663902
-79.0170734253,39.5244251604
-79.0150536044,39.5231316052
-79.0256332369,39.5106222051
-79.0351530214,39.5038953641
-78.84245359,39.7050248223
-78.8911581201,39.6774102368
-78.8578486479,39.6980617641
-78.7452473968,39.6895685336
-78.8697093012,39.6408063762
-78.8843971757,39.6424297351
-78.6750695918,39.5687788871
-78.418636684,39.6651168257
-78.8513332605,39.6571128073
-78.867308745,39.6531122967
-78.8570240359,39.573243592
-78.8480551398,39.5846755849
-78.8575139733,39.5851625459
-78.8475537864,39.5895233607
-78.9405310023,39.6591672016
-78.7637918163,39.6577173863
-78.7798630199,39.6688970813
-78.9482414626,39.6355966235
-78.8403972121,39.6061550932
-78.8359742799,39.6039482285
-78.8420504495,39.7002670676
-78.3822102996,39.6857150703
-78.378479777,39.6870112442
-78.6108813755,39.705295454
-79.0068205665,39.4936356891
-78.6000928408,39.7185170182
-78.8789541532,39.6973289505
-78.6377248221,39.6966636179
-78.8872528166,39.6363356894
-78.8341877448,39.6294241166
-78.5895928121,39.6289856158
-78.7649263196,39.6267661539
-78.7665772646,39.6248085207
-78.7648702544,39.6251410176
-78.8320998674,39.617517225
-78.5796728546,39.6128425296
-78.8362490092,39.6036543532
-79.0170935595,39.5189770388
-79.0143328141,39.524919196
-79.0149122478,39.5342636611
-79.0217083384,39.5155715134
-78.9508900261,39.6068557595
-79.0140669091,39.5339931045
-79.0104890243,39.5371071699
