lon0,lat0,lon1,lon0,distance
41.681,-71.3811,41.8919,-71.4256,33646
41.681,-71.3811,41.8298,-71.3843,23339
41.6937,-71.4206,41.8919,-71.4256,30898
41.6937,-71.4206,41.8298,-71.3843,20591
41.632,-71.2348,41.8919,-71.4256,53109
41.632,-71.2348,41.8298,-71.3843,39732
41.5343,-71.2843,41.8919,-71.4256,66381
41.5343,-71.2843,41.8298,-71.3843,53004
41.4816,-71.3038,41.8919,-71.4256,66902
41.4816,-71.3038,41.8298,-71.3843,56595
41.5147,-71.323,41.8919,-71.4256,65663
41.5147,-71.323,41.8298,-71.3843,55356
41.7928,-71.3886,41.8919,-71.4256,17118
41.7928,-71.3886,41.8298,-71.3843,6811
41.8058,-71.4159,41.8919,-71.4256,14468
41.8058,-71.4159,41.8298,-71.3843,5196
41.8238,-71.426,41.8919,-71.4256,12483
41.8238,-71.426,41.8298,-71.3843,6596
41.7933,-71.4317,41.8919,-71.4256,18458
41.7933,-71.4317,41.8298,-71.3843,10020
41.8355,-71.4487,41.8919,-71.4256,12682
41.8355,-71.4487,41.8298,-71.3843,7130
41.8294,-71.4268,41.8919,-71.4256,13126
41.8294,-71.4268,41.8298,-71.3843,6712
41.8441,-71.3988,41.8919,-71.4256,11305
41.8441,-71.3988,41.8298,-71.3843,3051
41.8298,-71.3843,41.8919,-71.4256,16734
41.8298,-71.3843,41.8919,-71.4256,0
41.8088,-71.3791,41.8919,-71.4256,17529
41.8298,-71.3843,41.8088,-71.3791,4817
41.7738,-71.3403,41.8919,-71.4256,27465
41.8298,-71.3843,41.7738,-71.3403,14089
41.9084,-71.4154,41.8919,-71.4256,6001
41.8298,-71.3843,41.9084,-71.4154,11434
41.8605,-71.4474,41.8919,-71.4256,8112
41.8298,-71.3843,41.8605,-71.4474,10830
41.8626,-71.473,41.8919,-71.4256,9274
41.8298,-71.3843,41.8626,-71.473,14464
41.8283,-71.5376,41.8919,-71.4256,23947
41.8298,-71.3843,41.8283,-71.5376,17532
41.7221,-71.371,41.8919,-71.4256,30044
41.8298,-71.3843,41.7221,-71.371,19737
41.7005,-71.375,41.8919,-71.4256,31960
41.8298,-71.3843,41.7005,-71.375,21653
41.6951,-71.4001,41.8919,-71.4256,32516
41.8298,-71.3843,41.6951,-71.4001,22209
41.7089,-71.3958,41.8919,-71.4256,29915
41.8298,-71.3843,41.7089,-71.3958,19608
41.7073,-71.4416,41.8919,-71.4256,28136
41.8298,-71.3843,41.7073,-71.4416,17829
41.7109,-71.4233,41.8919,-71.4256,30113
41.8298,-71.3843,41.7109,-71.4233,19806
41.6905,-71.4461,41.8919,-71.4256,31682
41.8298,-71.3843,41.6905,-71.4461,21375
41.7153,-71.4634,41.8919,-71.4256,27010
41.8298,-71.3843,41.7153,-71.4634,16703
41.6783,-71.467,41.8919,-71.4256,33066
41.8298,-71.3843,41.6783,-71.467,22759
41.6871,-71.4882,41.8919,-71.4256,32731
41.8298,-71.3843,41.6871,-71.4882,22424
41.7154,-71.4875,41.8919,-71.4256,28664
41.8298,-71.3843,41.7154,-71.4875,18357
41.6527,-71.4379,41.8919,-71.4256,39024
41.8298,-71.3843,41.6527,-71.4379,28717
41.7228,-71.4286,41.8919,-71.4256,30182
41.8298,-71.3843,41.7228,-71.4286,19875
41.5601,-71.2458,41.8919,-71.4256,62786
41.8298,-71.3843,41.5601,-71.2458,49409
41.5977,-71.2941,41.8919,-71.4256,62736
41.8298,-71.3843,41.5977,-71.2941,49360
41.532,-71.3083,41.8919,-71.4256,67719
41.8298,-71.3843,41.532,-71.3083,54343
41.5112,-71.2983,41.8919,-71.4256,66021
41.8298,-71.3843,41.5112,-71.2983,55268
41.5435,-71.2992,41.8919,-71.4256,65255
41.8298,-71.3843,41.5435,-71.2992,51878
41.5064,-71.2641,41.8919,-71.4256,69085
41.8298,-71.3843,41.5064,-71.2641,55708
41.5075,-71.3127,41.8919,-71.4256,65410
41.8298,-71.3843,41.5075,-71.3127,55102
41.4988,-71.3069,41.8919,-71.4256,65391
41.4924,-71.299,41.8919,-71.4256,66328
41.8298,-71.3843,41.4924,-71.299,56021
41.4635,-71.3295,41.8919,-71.4256,69903
41.8298,-71.3843,41.4635,-71.3295,59596
41.4823,-71.3148,41.8919,-71.4256,66471
41.8298,-71.3843,41.4823,-71.3148,56164
41.4933,-71.3274,41.8919,-71.4256,65821
41.8298,-71.3843,41.4933,-71.3274,55514
41.5139,-71.3773,41.8919,-71.4256,58072
41.8298,-71.3843,41.5139,-71.3773,47765
41.5157,-71.1649,41.8919,-71.4256,64471
41.8298,-71.3843,41.5157,-71.1649,51094
41.6667,-71.1889,41.8919,-71.4256,44371
41.8298,-71.3843,41.6667,-71.1889,30995
41.6406,-71.1996,41.8919,-71.4256,49852
41.8298,-71.3843,41.6406,-71.1996,36476
41.643,-71.1629,41.8919,-71.4256,50398
41.8298,-71.3843,41.643,-71.1629,37021
41.5872,-71.1724,41.8919,-71.4256,57341
41.8298,-71.3843,41.5872,-71.1724,43964
41.8298,-71.3843,41.5398,-71.3155,54271
41.784,-71.4123,41.8919,-71.4256,19715
41.8298,-71.3843,41.784,-71.4123,9408
41.7945,-71.4192,41.8919,-71.4256,16950
41.8298,-71.3843,41.7945,-71.4192,6643
41.8036,-71.4246,41.8919,-71.4256,14556
41.8298,-71.3843,41.8036,-71.4246,6287
41.8514,-71.5001,41.8919,-71.4256,23180
41.8298,-71.3843,41.8514,-71.5001,17237
41.8266,-71.485,41.8919,-71.4256,19383
41.8298,-71.3843,41.8266,-71.485,12969
41.8118,-71.4798,41.8919,-71.4256,19542
41.8298,-71.3843,41.8118,-71.4798,13128
41.9129,-71.5262,41.8919,-71.4256,12924
41.8298,-71.3843,41.9129,-71.5262,27659
41.9846,-71.5335,41.8919,-71.4256,17611
41.8298,-71.3843,41.9846,-71.5335,27532
41.7811,-71.3959,41.8919,-71.4256,17975
41.8298,-71.3843,41.7811,-71.3959,7668
41.797,-71.4446,41.8919,-71.4256,20864
41.8298,-71.3843,41.797,-71.4446,10557
41.7934,-71.462,41.8919,-71.4256,18589
41.8298,-71.3843,41.7934,-71.462,12744
41.8901,-71.3759,41.8919,-71.4256,18169
41.8298,-71.3843,41.8901,-71.3759,7830
41.883,-71.3465,41.8919,-71.4256,20273
41.8298,-71.3843,41.883,-71.3465,10400
41.8702,-71.3449,41.8919,-71.4256,20563
41.8298,-71.3843,41.8702,-71.3449,10027
41.9906,-71.5233,41.8919,-71.4256,16734
41.8298,-71.3843,41.9906,-71.5233,26654
42.0141,-71.5041,41.8919,-71.4256,18944
41.8298,-71.3843,42.0141,-71.5041,28864
41.6347,-71.4325,41.8919,-71.4256,39692
41.8298,-71.3843,41.6347,-71.4325,29385
41.3838,-71.8265,41.8919,-71.4256,80180
41.8298,-71.3843,41.3838,-71.8265,69873
41.4522,-71.507,41.8919,-71.4256,62421
41.8298,-71.3843,41.4522,-71.507,52114
41.4913,-71.5311,41.8919,-71.4256,57897
41.8298,-71.3843,41.4913,-71.5311,47590
41.606,-71.4092,41.8919,-71.4256,45181
41.8298,-71.3843,41.606,-71.4092,34874
41.7261,-71.3081,41.8919,-71.4256,30879
41.8298,-71.3843,41.7261,-71.3081,17502
41.7313,-71.2811,41.8919,-71.4256,33611
41.8298,-71.3843,41.7313,-71.2811,20234
41.7305,-71.2569,41.8919,-71.4256,33906
41.8298,-71.3843,41.7305,-71.2569,20529
41.6724,-71.274,41.8919,-71.4256,40554
41.8298,-71.3843,41.6724,-71.274,27178
41.6627,-71.2582,41.8919,-71.4256,40665
41.8298,-71.3843,41.6627,-71.2582,27288
41.6937,-71.253,41.8919,-71.4256,38205
41.8298,-71.3843,41.6937,-71.253,24828
41.6895,-71.5145,41.8919,-71.4256,33762
41.8298,-71.3843,41.6895,-71.5145,23455
41.7026,-71.5205,41.8919,-71.4256,34465
41.8298,-71.3843,41.7026,-71.5205,24158
41.7091,-71.5283,41.8919,-71.4256,33100
41.8298,-71.3843,41.7091,-71.5283,22793
41.7231,-71.5029,41.8919,-71.4256,30594
41.8298,-71.3843,41.7231,-71.5029,20287
41.716,-71.5539,41.8919,-71.4256,35700
41.8298,-71.3843,41.716,-71.5539,25393
41.6913,-71.5741,41.8919,-71.4256,48512
41.8298,-71.3843,41.6913,-71.5741,38205
41.6714,-71.5581,41.8919,-71.4256,40002
41.8298,-71.3843,41.6714,-71.5581,29695
41.6945,-71.5446,41.8919,-71.4256,36345
41.8298,-71.3843,41.6945,-71.5446,26038
41.6907,-71.6576,41.8919,-71.4256,51183
41.8298,-71.3843,41.6907,-71.6576,40876
41.7027,-71.6044,41.8919,-71.4256,48559
41.8298,-71.3843,41.7027,-71.6044,38252
41.6292,-71.667,41.8919,-71.4256,50862
41.8298,-71.3843,41.6292,-71.667,40555
41.6328,-71.5175,41.8919,-71.4256,40163
41.8298,-71.3843,41.6328,-71.5175,29856
41.6419,-71.4788,41.8919,-71.4256,36507
41.8298,-71.3843,41.6419,-71.4788,26200
41.7592,-71.4128,41.8919,-71.4256,22962
41.8298,-71.3843,41.7592,-71.4128,12655
41.7572,-71.3937,41.8919,-71.4256,20593
41.8298,-71.3843,41.7572,-71.3937,10286
41.7438,-71.4324,41.8919,-71.4256,22677
41.8298,-71.3843,41.7438,-71.4324,12370
41.7396,-71.3879,41.8919,-71.4256,25777
41.8298,-71.3843,41.7396,-71.3879,15470
41.722,-71.4099,41.8919,-71.4256,28204
41.8298,-71.3843,41.722,-71.4099,17897
41.7248,-71.3958,41.8919,-71.4256,28668
41.8298,-71.3843,41.7248,-71.3958,18361
41.8919,-71.4256,41.7248,-71.3958,0
41.8919,-71.4256,41.8689,-71.429,6896
41.8298,-71.3843,41.8689,-71.429,10765
41.8919,-71.4256,41.8691,-71.4552,8816
41.8298,-71.3843,41.8691,-71.4552,13316
41.8919,-71.4256,41.8523,-71.4627,10551
41.8298,-71.3843,41.8523,-71.4627,8445
41.8919,-71.4256,41.847,-71.4756,12504
41.8298,-71.3843,41.847,-71.4756,9590
41.8919,-71.4256,41.864,-71.482,9968
41.8298,-71.3843,41.864,-71.482,15272
41.8919,-71.4256,41.7978,-71.5035,22071
41.8298,-71.3843,41.7978,-71.5035,15657
41.8919,-71.4256,41.8962,-71.4955,9040
41.8298,-71.3843,41.8962,-71.4955,19350
41.8919,-71.4256,41.9042,-71.5638,17525
41.8298,-71.3843,41.9042,-71.5638,28872
41.8919,-71.4256,41.8688,-71.5561,24146
41.8298,-71.3843,41.8688,-71.5561,23407
41.8919,-71.4256,42.0049,-71.5708,20633
41.8298,-71.3843,42.0049,-71.5708,30553
41.8919,-71.4256,41.9633,-71.5484,19293
41.8919,-71.4256,41.9611,-71.6965,34776
41.8298,-71.3843,41.9611,-71.6965,44696
41.8919,-71.4256,41.9728,-71.7465,39086
41.8298,-71.3843,41.9728,-71.7465,49006
41.8919,-71.4256,41.9693,-71.6421,28487
41.8298,-71.3843,41.9693,-71.6421,38407
41.8919,-71.4256,41.8934,-71.7336,42012
41.8298,-71.3843,41.8934,-71.7336,39258
41.8919,-71.4256,41.8934,-71.6269,30746
41.8298,-71.3843,41.8934,-71.6269,30007
41.8919,-71.4256,41.7908,-71.5791,29739
41.8298,-71.3843,41.7908,-71.5791,23324
41.8919,-71.4256,41.7933,-71.6385,34567
41.8298,-71.3843,41.7933,-71.6385,28153
41.8919,-71.4256,41.7706,-71.3882,18696
41.8298,-71.3843,41.7706,-71.3882,8389
41.8919,-71.4256,41.7688,-71.4183,19810
41.8298,-71.3843,41.7688,-71.4183,9503
41.8919,-71.4256,41.7787,-71.4291,18809
41.8298,-71.3843,41.7787,-71.4291,9741
41.8919,-71.4256,41.7755,-71.4427,19483
41.8298,-71.3843,41.7755,-71.4427,10744
41.8919,-71.4256,41.7666,-71.4384,20208
41.8298,-71.3843,41.7666,-71.4384,11440
41.8919,-71.4256,41.7593,-71.4507,25660
41.8298,-71.3843,41.7593,-71.4507,15353
41.8919,-71.4256,41.7831,-71.4449,20359
41.8298,-71.3843,41.7831,-71.4449,10052
41.8919,-71.4256,41.7422,-71.462,24716
41.8298,-71.3843,41.7422,-71.462,14409
41.8919,-71.4256,41.7728,-71.4623,27980
41.8298,-71.3843,41.7728,-71.4623,17673
41.8919,-71.4256,41.766,-71.5038,29287
41.8298,-71.3843,41.766,-71.5038,18980
41.8919,-71.4256,41.7708,-71.4797,28746
41.8298,-71.3843,41.7708,-71.4797,18439
41.8919,-71.4256,41.7575,-71.5264,30531
41.8298,-71.3843,41.7575,-71.5264,20224
41.8919,-71.4256,41.7866,-71.4863,20004
41.8298,-71.3843,41.7866,-71.4863,13589
41.8919,-71.4256,41.8756,-71.4137,7344
41.8298,-71.3843,41.8756,-71.4137,7203
41.8919,-71.4256,41.8776,-71.3995,8362
41.8298,-71.3843,41.8776,-71.3995,6276
41.8919,-71.4256,41.8794,-71.3856,9730
41.8298,-71.3843,41.8794,-71.3856,5861
41.8919,-71.4256,41.8874,-71.3718,17801
41.8298,-71.3843,41.8874,-71.3718,7461
41.8919,-71.4256,41.8924,-71.3639,11115
41.8298,-71.3843,41.8924,-71.3639,9343
41.8919,-71.4256,41.8889,-71.3594,18643
41.8298,-71.3843,41.8889,-71.3594,8303
41.8919,-71.4256,41.8935,-71.3468,23023
41.8298,-71.3843,41.8935,-71.3468,11789
41.8919,-71.4256,41.7988,-71.41,15749
41.8298,-71.3843,41.7988,-71.41,5442
41.8919,-71.4256,41.8087,-71.404,16214
41.8298,-71.3843,41.8087,-71.404,3913
41.8919,-71.4256,41.8137,-71.4172,13673
41.8298,-71.3843,41.8137,-71.4172,4401
41.8919,-71.4256,41.8244,-71.4137,12175
41.8298,-71.3843,41.8244,-71.4137,2808
41.8919,-71.4256,41.8193,-71.4348,13394
41.8298,-71.3843,41.8193,-71.4348,6292
41.8919,-71.4256,41.8196,-71.4255,12671
41.8298,-71.3843,41.8196,-71.4255,5440
41.8919,-71.4256,41.8136,-71.4259,13749
41.8298,-71.3843,41.8136,-71.4259,5479
41.8919,-71.4256,41.8128,-71.4359,15553
41.8298,-71.3843,41.8128,-71.4359,9138
41.8919,-71.4256,41.8064,-71.4345,15367
41.8298,-71.3843,41.8064,-71.4345,8952
41.8919,-71.4256,41.8118,-71.4474,15263
41.8298,-71.3843,41.8118,-71.4474,8849
41.8919,-71.4256,41.8087,-71.4584,16266
41.8298,-71.3843,41.8087,-71.4584,9852
41.8919,-71.4256,41.8165,-71.4614,16506
41.8298,-71.3843,41.8165,-71.4614,10092
41.8919,-71.4256,41.8214,-71.4451,15984
41.8298,-71.3843,41.8214,-71.4451,9570
41.8919,-71.4256,41.831,-71.463,17841
41.8298,-71.3843,41.831,-71.463,11427
41.8919,-71.4256,41.8287,-71.4499,13347
41.8298,-71.3843,41.8287,-71.4499,7451
41.8919,-71.4256,41.8299,-71.4376,14517
41.8298,-71.3843,41.8299,-71.4376,6021
41.8919,-71.4256,41.8375,-71.4377,11341
41.8298,-71.3843,41.8375,-71.4377,5953
41.8919,-71.4256,41.8432,-71.4502,11616
41.8298,-71.3843,41.8432,-71.4502,7085
41.8919,-71.4256,41.8368,-71.4222,10584
41.8298,-71.3843,41.8368,-71.4222,7480
41.8919,-71.4256,41.8448,-71.4261,10853
41.8298,-71.3843,41.8448,-71.4261,5201
41.8919,-71.4256,41.8541,-71.4355,9545
41.8298,-71.3843,41.8541,-71.4355,9879
41.8919,-71.4256,41.8513,-71.418,9270
41.8298,-71.3843,41.8513,-71.418,5966
41.8919,-71.4256,41.8371,-71.4085,11137
41.8298,-71.3843,41.8371,-71.4085,3182
41.8919,-71.4256,41.8512,-71.4013,11490
41.8298,-71.3843,41.8512,-71.4013,3399
41.8919,-71.4256,41.8447,-71.3841,12763
41.8298,-71.3843,41.8447,-71.3841,1830
41.8919,-71.4256,41.8286,-71.3968,12630
41.8298,-71.3843,41.8286,-71.3968,1428
41.8919,-71.4256,41.8288,-71.4042,12151
41.8298,-71.3843,41.8288,-71.4042,2049
41.8919,-71.4256,41.8183,-71.3951,17425
41.8298,-71.3843,41.8183,-71.3951,4681
41.8919,-71.4256,41.848,-71.3632,20482
41.8298,-71.3843,41.848,-71.3632,4408
41.8919,-71.4256,41.8443,-71.3467,21938
41.8298,-71.3843,41.8443,-71.3467,4524
41.8919,-71.4256,41.8199,-71.3543,19040
41.8298,-71.3843,41.8199,-71.3543,4214
41.8919,-71.4256,41.8019,-71.3507,19619
41.8298,-71.3843,41.8019,-71.3507,6242
41.8919,-71.4256,41.7871,-71.3544,21402
41.8298,-71.3843,41.7871,-71.3544,8503
41.8919,-71.4256,41.7597,-71.3656,24124
41.8298,-71.3843,41.7597,-71.3656,11225
41.8919,-71.4256,41.7628,-71.347,24238
41.8298,-71.3843,41.7628,-71.347,11339
41.8919,-71.4256,41.8863,-71.3872,9985
41.8298,-71.3843,41.8863,-71.3872,6586
41.8919,-71.4256,41.8944,-71.3886,8949
41.8298,-71.3843,41.8944,-71.3886,7513
41.8919,-71.4256,41.8913,-71.3973,8112
41.8298,-71.3843,41.8913,-71.3973,7495
41.8919,-71.4256,41.9087,-71.3908,8211
41.8298,-71.3843,41.9087,-71.3908,9288
41.8919,-71.4256,41.9303,-71.413,10580
41.8298,-71.3843,41.9303,-71.413,12855
41.8919,-71.4256,41.9336,-71.3907,10633
41.8298,-71.3843,41.9336,-71.3907,16926
41.8919,-71.4256,41.9612,-71.4114,18826
41.8298,-71.3843,41.9612,-71.4114,27243
41.8919,-71.4256,41.9966,-71.4239,23025
41.8298,-71.3843,41.9966,-71.4239,31442
41.8919,-71.4256,41.9709,-71.4612,15739
41.8298,-71.3843,41.9709,-71.4612,25659
41.8919,-71.4256,41.9525,-71.4694,12482
41.8298,-71.3843,41.9525,-71.4694,22402
41.8919,-71.4256,41.4462,-71.4877,60709
41.8298,-71.3843,41.4462,-71.4877,50402
41.8919,-71.4256,41.3897,-71.5584,70258
41.8298,-71.3843,41.3897,-71.5584,59951
41.8919,-71.4256,41.4141,-71.5664,72025
41.8298,-71.3843,41.4141,-71.5664,61718
41.8919,-71.4256,41.4779,-71.4806,57532
41.8298,-71.3843,41.4779,-71.4806,47225
41.8919,-71.4256,41.4717,-71.5664,59801
41.8298,-71.3843,41.4717,-71.5664,49494
41.8919,-71.4256,41.4758,-71.4362,57148
41.8298,-71.3843,41.4758,-71.4362,46841
41.8919,-71.4256,41.4224,-71.4666,63390
41.8298,-71.3843,41.4224,-71.4666,53082
41.8919,-71.4256,41.3944,-71.4934,66337
41.8298,-71.3843,41.3944,-71.4934,56030
41.8919,-71.4256,41.2269,-71.5696,100265
41.8298,-71.3843,41.2269,-71.5696,89958
41.8919,-71.4256,41.6731,-71.5156,36240
41.8298,-71.3843,41.6731,-71.5156,25933
41.8919,-71.4256,41.8867,-71.4017,8373
41.8298,-71.3843,41.8867,-71.4017,7282
41.8919,-71.4256,41.8657,-71.4108,8344
41.8298,-71.3843,41.8657,-71.4108,6305
41.8919,-71.4256,41.7891,-71.7357,45169
41.8298,-71.3843,41.7891,-71.7357,38754
41.8919,-71.4256,41.8832,-71.3594,18612
41.8298,-71.3843,41.8832,-71.3594,8241
41.8919,-71.4256,41.883,-71.3757,17190
41.8298,-71.3843,41.883,-71.3757,6851
41.8919,-71.4256,41.8733,-71.3931,9244
41.8298,-71.3843,41.8733,-71.3931,5933
41.8919,-71.4256,41.8634,-71.399,9799
41.8298,-71.3843,41.8634,-71.399,4644
41.8919,-71.4256,41.8609,-71.3901,11497
41.8298,-71.3843,41.8609,-71.3901,3726
41.8919,-71.4256,41.8647,-71.3829,16690
41.8298,-71.3843,41.8647,-71.3829,4621
41.8919,-71.4256,41.8722,-71.3781,16929
41.8298,-71.3843,41.8722,-71.3781,5771
41.8919,-71.4256,41.875,-71.3597,18416
41.8298,-71.3843,41.875,-71.3597,7258
41.8919,-71.4256,41.864,-71.3542,20032
41.8298,-71.3843,41.864,-71.3542,6683
41.8919,-71.4256,41.8673,-71.37,18492
41.8298,-71.3843,41.8673,-71.37,7314
41.8919,-71.4256,42.0109,-71.5211,19548
41.8298,-71.3843,42.0109,-71.5211,29468
41.8919,-71.4256,42.0029,-71.5305,18539
41.8298,-71.3843,42.0029,-71.5305,28459
41.8919,-71.4256,41.9965,-71.519,17224
41.8298,-71.3843,41.9965,-71.519,27144
41.8919,-71.4256,41.9882,-71.5019,17748
41.8298,-71.3843,41.9882,-71.5019,27668
41.8919,-71.4256,41.9969,-71.5077,17521
41.8298,-71.3843,41.9969,-71.5077,27441
41.8919,-71.4256,42.0019,-71.5049,18071
41.8298,-71.3843,42.0019,-71.5049,27991
41.8919,-71.4256,42.0058,-71.5114,19177
41.8298,-71.3843,42.0058,-71.5114,29097
41.8919,-71.4256,42.0111,-71.4958,18557
41.8298,-71.3843,42.0111,-71.4958,28477
41.8919,-71.4256,42.0065,-71.496,18320
41.8298,-71.3843,42.0065,-71.496,28240
41.8919,-71.4256,42.0108,-71.4747,18213
41.8298,-71.3843,42.0108,-71.4747,28133
41.8919,-71.4256,41.9958,-71.4838,16401
41.8298,-71.3843,41.9958,-71.4838,26321
41.8919,-71.4256,41.1779,-71.5785,96124
41.8298,-71.3843,41.1779,-71.5785,85817
41.8919,-71.4256,41.5943,-71.4726,43162
41.8298,-71.3843,41.5943,-71.4726,32855
41.8919,-71.4256,41.6086,-71.4412,42512
41.8298,-71.3843,41.6086,-71.4412,32205
41.8919,-71.4256,41.5743,-71.4873,44131
41.8298,-71.3843,41.5743,-71.4873,33824
41.8919,-71.4256,41.5619,-71.4543,49010
41.8298,-71.3843,41.5619,-71.4543,38703
41.8919,-71.4256,41.5301,-71.4925,50087
41.8298,-71.3843,41.5301,-71.4925,39780
41.8919,-71.4256,41.5264,-71.4413,53028
41.8298,-71.3843,41.5264,-71.4413,42721
41.8919,-71.4256,41.5658,-71.6312,59080
41.8298,-71.3843,41.5658,-71.6312,48773
41.8919,-71.4256,41.4983,-71.6608,63290
41.8298,-71.3843,41.4983,-71.6608,52983
41.8919,-71.4256,41.4781,-71.7538,67172
41.8298,-71.3843,41.4781,-71.7538,56865
41.8919,-71.4256,41.3559,-71.8239,85111
41.8298,-71.3843,41.3559,-71.8239,74804
41.8919,-71.4256,41.3844,-71.8026,79078
41.8298,-71.3843,41.3844,-71.8026,68771
41.8919,-71.4256,41.3656,-71.7655,82901
41.8298,-71.3843,41.3656,-71.7655,72594
41.8919,-71.4256,41.3297,-71.796,87425
41.8298,-71.3843,41.3297,-71.796,77118
41.8919,-71.4256,41.3932,-71.6847,78444
41.8298,-71.3843,41.3932,-71.6847,68137
41.8919,-71.4256,41.4101,-71.6251,68851
41.8298,-71.3843,41.4101,-71.6251,58544
41.7438,-71.3442,41.8448,-71.4261,21300
41.7438,-71.3442,41.8673,-71.37,17884
41.75,-71.3215,41.8448,-71.4261,20127
41.75,-71.3215,41.8673,-71.37,16711
41.6951,-71.4001,41.8673,-71.37,29978
41.7438,-71.3442,41.8199,-71.3543,10562
41.7438,-71.3442,41.9084,-71.4154,30789
41.75,-71.3215,41.8199,-71.3543,12050
41.75,-71.3215,41.9084,-71.4154,29616
41.7557,-71.3023,41.8199,-71.3543,12646
41.7557,-71.3023,41.9084,-71.4154,30212
41.7187,-71.2744,41.8199,-71.3543,20370
41.7187,-71.2744,41.9084,-71.4154,36356
41.7246,-71.5254,41.8199,-71.3543,23474
41.7246,-71.5254,41.9084,-71.4154,33404
41.6913,-71.7422,41.8199,-71.3543,50996
41.6913,-71.7422,41.9084,-71.4154,60927
41.6546,-71.4571,41.8199,-71.3543,27375
41.6546,-71.4571,41.9084,-71.4154,37305
41.7466,-71.4135,41.8199,-71.3543,16445
41.7466,-71.4135,41.9084,-71.4154,26376
41.681,-71.3811,41.8199,-71.3543,24848
41.681,-71.3811,41.9084,-71.4154,34779
41.6937,-71.4206,41.8199,-71.3543,22100
41.6937,-71.4206,41.9084,-71.4154,32030
41.632,-71.2348,41.8199,-71.3543,38255
41.632,-71.2348,41.9084,-71.4154,54241
41.5343,-71.2843,41.8199,-71.3543,51527
41.5343,-71.2843,41.9084,-71.4154,67513
41.4816,-71.3038,41.8199,-71.3543,58155
41.4816,-71.3038,41.9084,-71.4154,68034
41.5147,-71.323,41.8199,-71.3543,56865
41.5147,-71.323,41.9084,-71.4154,66795
41.7928,-71.3886,41.8199,-71.3543,8319
41.7928,-71.3886,41.9084,-71.4154,18250
41.8058,-71.4159,41.8199,-71.3543,6705
41.8058,-71.4159,41.9084,-71.4154,15600
41.8238,-71.426,41.8199,-71.3543,8104
41.8238,-71.426,41.9084,-71.4154,13615
41.7933,-71.4317,41.8199,-71.3543,11529
41.7933,-71.4317,41.9084,-71.4154,19590
41.8355,-71.4487,41.8199,-71.3543,10652
41.8355,-71.4487,41.9084,-71.4154,13814
41.8294,-71.4268,41.8199,-71.3543,8221
41.8294,-71.4268,41.9084,-71.4154,14258
41.8441,-71.3988,41.8199,-71.3543,6621
41.8441,-71.3988,41.9084,-71.4154,9690
41.8088,-71.3791,41.8199,-71.3543,3361
41.8088,-71.3791,41.9084,-71.4154,18661
41.7738,-71.3403,41.8199,-71.3543,8373
41.7738,-71.3403,41.9084,-71.4154,28597
41.9084,-71.4154,41.8199,-71.3543,20233
41.9084,-71.4154,41.8199,-71.3543,0
41.8605,-71.4474,41.8199,-71.3543,12338
41.9084,-71.4154,41.8605,-71.4474,11627
41.8626,-71.473,41.8199,-71.3543,15973
41.9084,-71.4154,41.8626,-71.473,10935
41.8283,-71.5376,41.8199,-71.3543,19041
41.9084,-71.4154,41.8283,-71.5376,24271
41.7221,-71.371,41.8199,-71.3543,21245
41.9084,-71.4154,41.7221,-71.371,31176
41.7005,-71.375,41.8199,-71.3543,23162
41.9084,-71.4154,41.7005,-71.375,33092
41.6951,-71.4001,41.8199,-71.3543,23718
41.9084,-71.4154,41.6951,-71.4001,33648
41.7089,-71.3958,41.8199,-71.3543,21117
41.9084,-71.4154,41.7089,-71.3958,31047
41.7073,-71.4416,41.8199,-71.3543,19338
41.9084,-71.4154,41.7073,-71.4416,29268
41.7109,-71.4233,41.8199,-71.3543,21315
41.9084,-71.4154,41.7109,-71.4233,31245
41.6905,-71.4461,41.8199,-71.3543,22884
41.9084,-71.4154,41.6905,-71.4461,32814
41.7153,-71.4634,41.8199,-71.3543,18212
41.9084,-71.4154,41.7153,-71.4634,28143
41.6783,-71.467,41.8199,-71.3543,24268
41.9084,-71.4154,41.6783,-71.467,34198
41.6871,-71.4882,41.8199,-71.3543,23933
41.9084,-71.4154,41.6871,-71.4882,33863
41.7154,-71.4875,41.8199,-71.3543,19866
41.9084,-71.4154,41.7154,-71.4875,29796
41.6527,-71.4379,41.8199,-71.3543,30226
41.9084,-71.4154,41.6527,-71.4379,40156
41.7228,-71.4286,41.8199,-71.3543,21384
41.9084,-71.4154,41.7228,-71.4286,31314
41.5601,-71.2458,41.8199,-71.3543,47932
41.9084,-71.4154,41.5601,-71.2458,63918
41.5977,-71.2941,41.8199,-71.3543,47882
41.9084,-71.4154,41.5977,-71.2941,63869
41.532,-71.3083,41.8199,-71.3543,52865
41.9084,-71.4154,41.532,-71.3083,68851
41.5112,-71.2983,41.8199,-71.3543,53790
41.9084,-71.4154,41.5112,-71.2983,67153
41.5435,-71.2992,41.8199,-71.3543,50401
41.9084,-71.4154,41.5435,-71.2992,66387
41.5064,-71.2641,41.8199,-71.3543,54230
41.9084,-71.4154,41.5064,-71.2641,70217
41.5075,-71.3127,41.8199,-71.3543,55194
41.9084,-71.4154,41.5075,-71.3127,66542
41.4988,-71.3069,41.8199,-71.3543,55102
41.4924,-71.299,41.8199,-71.3543,55802
41.9084,-71.4154,41.4924,-71.299,67460
41.4635,-71.3295,41.8199,-71.3543,61105
41.9084,-71.4154,41.4635,-71.3295,71035
